Season,Team,Round.Number,Season.Points,Score.For,Score.Against,Percentage,Ladder.Position
2024,Melbourne,21,40,1501,1483,1.012137559,11
2024,Collingwood,21,40,1639,1638,1.000610501,12
2024,Gold Coast,21,36,1594,1577,1.010779962,13
2024,St Kilda,21,32,1427,1420,1.004929577,14
2024,Adelaide,21,30,1562,1560,1.001282051,15
2024,West Coast,21,12,1286,1888,0.681144068,16
2024,North Melbourne,21,8,1344,2063,0.651478429,17
2024,Richmond,21,8,1243,1950,0.637435897,18
2024,Sydney,22,56,1934,1534,1.260756193,1
2024,Brisbane Lions,22,54,1901,1519,1.251481238,2
2024,Port Adelaide,22,52,1791,1576,1.13642132,3
2024,GWS,22,52,1790,1610,1.111801242,4
2024,Geelong,22,52,1834,1684,1.089073634,5
2024,Fremantle,22,50,1743,1494,1.166666667,6
2024,Footscray,22,48,1863,1522,1.224047306,7
2024,Carlton,22,48,1940,1730,1.121387283,8
2024,Essendon,22,46,1680,1752,0.95890411,9
2024,Hawthorn,22,44,1677,1611,1.040968343,10
2024,Collingwood,22,44,1723,1719,1.002326934,11
2024,Melbourne,22,40,1560,1593,0.979284369,12
2024,Gold Coast,22,36,1681,1674,1.004181601,13
2024,St Kilda,22,32,1466,1544,0.949481865,14
2024,Adelaide,22,30,1647,1650,0.998181818,15
2024,West Coast,22,16,1383,1975,0.700253165,16
2024,North Melbourne,22,12,1434,2140,0.670093458,17
2024,Richmond,22,8,1320,2040,0.647058824,18
2024,Sydney,23,60,2023,1620,1.248765432,1
2024,Port Adelaide,23,56,1844,1627,1.133374309,2
2024,GWS,23,56,1872,1674,1.11827957,3
2024,Geelong,23,56,1907,1746,1.092210767,4
2024,Brisbane Lions,23,54,1965,1601,1.227357901,5
2024,Fremantle,23,50,1805,1567,1.151882578,6
2024,Footscray,23,48,1935,1633,1.184935701,7
2024,Hawthorn,23,48,1789,1649,1.084899939,8
2024,Carlton,23,48,1978,1842,1.07383279,9
2024,Essendon,23,46,1766,1839,0.960304513,10
2024,Collingwood,23,44,1809,1808,1.000553097,11
2024,Gold Coast,23,40,1768,1760,1.004545455,12
2024,Melbourne,23,40,1611,1646,0.97873633,13
2024,St Kilda,23,36,1565,1595,0.981191223,14
2024,Adelaide,23,34,1758,1722,1.020905923,15
2024,West Coast,23,20,1485,2072,0.716698842,16
2024,North Melbourne,23,12,1531,2242,0.682872435,17
2024,Richmond,23,8,1371,2139,0.640953717,18
2024,Sydney,24,64,2121,1679,1.263251936,1
2024,Port Adelaide,24,60,1924,1685,1.141839763,2
2024,GWS,24,60,1973,1766,1.117214043,3
2024,Geelong,24,56,1996,1853,1.077172153,4
2024,Brisbane Lions,24,54,2043,1680,1.216071429,5
2024,Footscray,24,52,2073,1675,1.23761194,6
2024,Hawthorn,24,52,1920,1717,1.11822947,7
2024,Carlton,24,52,2077,1876,1.107142857,8
2024,Fremantle,24,50,1897,1668,1.137290168,9
2024,Collingwood,24,48,1888,1886,1.001060445,10
2024,Essendon,24,46,1825,1937,0.942178627,11
2024,Melbourne,24,44,1728,1709,1.011117613,12
2024,St Kilda,24,40,1672,1684,0.992874109,13
2024,Gold Coast,24,40,1831,1877,0.975492808,14
2024,Adelaide,24,34,1816,1802,1.007769145,15
2024,West Coast,24,20,1519,2171,0.699677568,16
2024,North Melbourne,24,12,1573,2380,0.66092437,17
2024,Richmond,24,8,1439,2270,0.633920705,18
