Season,Team,Round.Number,Season.Points,Score.For,Score.Against,Percentage,Ladder.Position
2023,Essendon,15,32,1230,1150,1.069565217,6
2023,Footscray,15,32,1122,1090,1.029357798,7
2023,Adelaide,15,28,1318,1145,1.151091703,8
2023,Geelong,15,28,1338,1172,1.141638225,9
2023,Gold Coast,15,28,1153,1145,1.0069869,10
2023,Fremantle,15,28,1144,1176,0.972789116,11
2023,Richmond,15,26,1131,1104,1.024456522,12
2023,Sydney,15,24,1297,1145,1.132751092,13
2023,GWS,15,24,1197,1234,0.970016207,14
2023,Carlton,15,22,1060,1081,0.980573543,15
2023,Hawthorn,15,16,998,1329,0.750940557,16
2023,North Melbourne,15,8,1002,1439,0.696316887,17
2023,West Coast,15,4,830,1753,0.473474044,18
2023,Collingwood,16,52,1396,1006,1.387673956,1
2023,Port Adelaide,16,52,1434,1211,1.184145334,2
2023,Brisbane Lions,16,44,1469,1155,1.271861472,3
2023,Melbourne,16,36,1345,1060,1.268867925,4
2023,St Kilda,16,36,1180,1080,1.092592593,5
2023,Footscray,16,36,1224,1163,1.052450559,6
2023,Adelaide,16,32,1456,1217,1.196384552,7
2023,Essendon,16,32,1304,1228,1.061889251,8
2023,Geelong,16,30,1392,1226,1.135399674,9
2023,GWS,16,28,1244,1279,0.972634871,10
2023,Fremantle,16,28,1217,1278,0.952269171,11
2023,Gold Coast,16,28,1195,1265,0.944664032,12
2023,Sydney,16,26,1351,1199,1.12677231,13
2023,Carlton,16,26,1172,1133,1.034421889,14
2023,Richmond,16,26,1184,1238,0.95638126,15
2023,Hawthorn,16,16,1050,1441,0.728660652,16
2023,North Melbourne,16,8,1074,1577,0.681039949,17
2023,West Coast,16,4,907,1838,0.493471164,18
2023,Collingwood,17,56,1485,1083,1.371191136,1
2023,Port Adelaide,17,56,1540,1284,1.199376947,2
2023,Brisbane Lions,17,48,1585,1190,1.331932773,3
2023,Melbourne,17,40,1424,1118,1.273703041,4
2023,Essendon,17,36,1419,1325,1.070943396,5
2023,St Kilda,17,36,1238,1159,1.068162209,6
2023,Footscray,17,36,1301,1252,1.03913738,7
2023,Geelong,17,34,1517,1289,1.176881303,8
2023,Adelaide,17,32,1553,1332,1.165915916,9
2023,GWS,17,32,1329,1351,0.983715766,10
2023,Carlton,17,30,1270,1178,1.078098472,11
2023,Richmond,17,30,1272,1313,0.9687738,12
2023,Gold Coast,17,28,1268,1371,0.924872356,13
2023,Fremantle,17,28,1262,1376,0.917151163,14
2023,Sydney,17,26,1426,1287,1.108003108,15
2023,Hawthorn,17,16,1122,1526,0.73525557,16
2023,North Melbourne,17,8,1137,1702,0.668037603,17
2023,West Coast,17,4,942,1954,0.482088025,18
2023,Collingwood,18,60,1598,1150,1.389565217,1
2023,Port Adelaide,18,56,1612,1406,1.146514936,2
2023,Brisbane Lions,18,48,1689,1295,1.304247104,3
2023,Melbourne,18,44,1529,1222,1.251227496,4
2023,Geelong,18,38,1639,1334,1.228635682,5
2023,St Kilda,18,36,1289,1236,1.042880259,6
2023,Footscray,18,36,1377,1330,1.035338346,7
2023,Essendon,18,36,1464,1447,1.011748445,8
2023,GWS,18,36,1400,1408,0.994318182,9
2023,Carlton,18,34,1392,1250,1.1136,10
2023,Richmond,18,34,1370,1373,0.997815004,11
2023,Adelaide,18,32,1610,1403,1.147540984,12
2023,Gold Coast,18,32,1345,1422,0.945850914,13
2023,Sydney,18,30,1504,1363,1.103448276,14
2023,Fremantle,18,28,1329,1489,0.892545332,15
2023,Hawthorn,18,20,1210,1566,0.772669221,16
2023,North Melbourne,18,8,1177,1790,0.657541899,17
2023,West Coast,18,4,1002,2052,0.488304094,18
2023,Collingwood,19,64,1683,1233,1.364963504,1
2023,Port Adelaide,19,56,1695,1491,1.136820926,2
2023,Brisbane Lions,19,52,1753,1348,1.300445104,3
2023,Melbourne,19,48,1626,1315,1.236501901,4
2023,Footscray,19,40,1467,1379,1.063814358,5
2023,St Kilda,19,40,1358,1297,1.047031611,6
2023,GWS,19,40,1503,1471,1.021753909,7
2023,Geelong,19,38,1692,1398,1.210300429,8
2023,Carlton,19,38,1532,1319,1.161485974,9
2023,Richmond,19,38,1466,1468,0.998637602,10
2023,Essendon,19,36,1513,1537,0.984385166,11
2023,Sydney,19,34,1609,1439,1.118137596,12
2023,Adelaide,19,32,1703,1500,1.135333333,13
2023,Gold Coast,19,32,1408,1525,0.923278689,14
2023,Fremantle,19,28,1405,1594,0.881430364,15
2023,Hawthorn,19,20,1305,1662,0.785198556,16
2023,North Melbourne,19,8,1238,1859,0.665949435,17
2023,West Coast,19,4,1071,2192,0.488594891,18
2023,Collingwood,20,64,1759,1326,1.326546003,1
2023,Port Adelaide,20,56,1760,1603,1.09794136,2
2023,Brisbane Lions,20,52,1808,1444,1.252077562,3
2023,Melbourne,20,52,1756,1413,1.242745931,4
2023,St Kilda,20,44,1480,1390,1.064748201,5
2023,GWS,20,44,1581,1544,1.023963731,6
2023,Carlton,20,42,1625,1395,1.164874552,7
2023,Footscray,20,40,1540,1457,1.056966369,8
2023,Geelong,20,38,1756,1469,1.195371001,9
2023,Sydney,20,38,1710,1538,1.11183355,10
2023,Richmond,20,38,1564,1598,0.978723404,11
2023,Adelaide,20,36,1815,1565,1.159744409,12
2023,Essendon,20,36,1612,1638,0.984126984,13
2023,Gold Coast,20,36,1504,1580,0.951898734,14
2023,Fremantle,20,32,1476,1658,0.890229192,15
2023,Hawthorn,20,20,1398,1784,0.783632287,16
2023,North Melbourne,20,8,1305,1931,0.67581564,17
2023,West Coast,20,8,1143,2259,0.505976096,18
2023,Collingwood,21,64,1832,1431,1.28022362,1
2023,Melbourne,21,56,1859,1484,1.252695418,2
2023,Brisbane Lions,21,56,1885,1518,1.241765481,3
2023,Port Adelaide,21,56,1845,1700,1.085294118,4
2023,Carlton,21,46,1698,1449,1.17184265,5
2023,Footscray,21,44,1666,1528,1.090314136,6
2023,St Kilda,21,44,1534,1463,1.048530417,7
2023,GWS,21,44,1666,1640,1.015853659,8
2023,Geelong,21,42,1853,1554,1.192406692,9
2023,Sydney,21,42,1806,1623,1.112754159,10
2023,Adelaide,21,40,1904,1626,1.17097171,11
2023,Essendon,21,40,1685,1710,0.985380117,12
2023,Richmond,21,38,1635,1724,0.94837587,13
2023,Gold Coast,21,36,1565,1669,0.937687238,14
2023,Fremantle,21,32,1550,1735,0.893371758,15
2023,Hawthorn,21,24,1503,1857,0.809369952,16
2023,North Melbourne,21,8,1376,2034,0.676499508,17
2023,West Coast,21,8,1215,2332,0.521012007,18
2023,Collingwood,22,68,1941,1532,1.266971279,1
2023,Brisbane Lions,22,60,1984,1611,1.231533209,2
2023,Port Adelaide,22,60,1981,1785,1.109803922,3
2023,Melbourne,22,56,1915,1544,1.240284974,4
2023,Carlton,22,50,1758,1505,1.168106312,5
2023,St Kilda,22,48,1627,1520,1.070394737,6
2023,Sydney,22,46,1920,1713,1.12084063,7
2023,Footscray,22,44,1730,1595,1.084639498,8
2023,Essendon,22,44,1771,1787,0.991046447,9
2023,GWS,22,44,1751,1776,0.985923423,10
2023,Geelong,22,42,1954,1663,1.174984967,11
2023,Adelaide,22,40,1997,1725,1.157681159,12
2023,Richmond,22,38,1692,1817,0.931205283,13
2023,Fremantle,22,36,1684,1768,0.952488688,14
2023,Gold Coast,22,36,1655,1783,0.928210881,15
2023,Hawthorn,22,28,1570,1921,0.817282665,16
2023,North Melbourne,22,8,1453,2120,0.685377358,17
2023,West Coast,22,8,1248,2466,0.506082725,18
2023,Collingwood,23,68,2041,1656,1.232487923,1
2023,Brisbane Lions,23,64,2108,1711,1.232028054,2
2023,Port Adelaide,23,64,2055,1843,1.115029843,3
2023,Melbourne,23,60,2002,1604,1.248129676,4
2023,Carlton,23,54,1849,1592,1.161432161,5
2023,St Kilda,23,52,1715,1575,1.088888889,6
2023,Sydney,23,50,1994,1786,1.116461366,7
2023,GWS,23,48,1913,1812,1.055739514,8
2023,Footscray,23,44,1815,1687,1.075874333,9
2023,Essendon,23,44,1807,1949,0.927142124,10
2023,Geelong,23,42,2009,1751,1.147344375,11
2023,Richmond,23,42,1793,1889,0.94917946,12
2023,Adelaide,23,40,2070,1799,1.150639244,13
2023,Fremantle,23,36,1742,1842,0.945711183,14
2023,Gold Coast,23,36,1742,1874,0.929562433,15
2023,Hawthorn,23,28,1630,2008,0.811752988,16
2023,West Coast,23,12,1340,2551,0.525284202,17
2023,North Melbourne,23,8,1525,2221,0.686627645,18
2023,Collingwood,24,72,2142,1687,1.269709544,1
2023,Brisbane Lions,24,68,2180,1771,1.23094297,2
2023,Port Adelaide,24,68,2149,1906,1.12749213,3
2023,Melbourne,24,64,2079,1660,1.252409639,4
2023,Carlton,24,54,1922,1697,1.132586918,5
2023,St Kilda,24,52,1775,1647,1.077717061,6
2023,GWS,24,52,2018,1885,1.070557029,7
2023,Sydney,24,50,2050,1863,1.100375738,8
2023,Footscray,24,48,1919,1766,1.086636467,9
2023,Adelaide,24,44,2193,1877,1.168353756,10
2023,Essendon,24,44,1838,2050,0.896585366,11
2023,Geelong,24,42,2088,1855,1.125606469,12
2023,Richmond,24,42,1856,1983,0.935955623,13
2023,Fremantle,24,40,1835,1898,0.966807165,14
2023,Gold Coast,24,36,1839,2006,0.916749751,15
2023,Hawthorn,24,28,1686,2101,0.802475012,16
2023,North Melbourne,24,12,1657,2318,0.71484038,17
2023,West Coast,24,12,1418,2674,0.530291698,18
2024,Gold Coast,1,4,99,60,1.65,1
2024,GWS,1,4,114,82,1.390243902,2
2024,Sydney,1,4,86,64,1.34375,3
2024,Carlton,1,4,86,85,1.011764706,4
2024,Brisbane Lions,1,0,85,86,0.988372093,5
2024,Melbourne,1,0,64,86,0.744186047,6
2024,Collingwood,1,0,82,114,0.719298246,7
2024,Richmond,1,0,60,99,0.606060606,8
2024,GWS,2,8,235,164,1.432926829,1
2024,Sydney,2,8,188,133,1.413533835,2
2024,Gold Coast,2,8,159,114,1.394736842,3
2024,Carlton,2,8,172,166,1.036144578,4
2024,Port Adelaide,2,4,120,70,1.714285714,5
2024,Fremantle,2,4,93,70,1.328571429,6
2024,Essendon,2,4,107,83,1.289156627,7
2024,Melbourne,2,4,173,150,1.153333333,8
2024,Geelong,2,4,76,68,1.117647059,9
2024,Adelaide,2,0,54,60,0.9,10
2024,St Kilda,2,0,68,76,0.894736842,11
2024,Brisbane Lions,2,0,155,179,0.865921788,12
2024,Hawthorn,2,0,83,107,0.775700935,13
2024,Richmond,2,0,141,185,0.762162162,14
2024,Collingwood,2,0,151,216,0.699074074,15
2024,North Melbourne,2,0,82,121,0.67768595,16
2024,Footscray,2,0,64,109,0.587155963,17
2024,West Coast,2,0,70,120,0.583333333,18
2024,GWS,3,12,343,207,1.657004831,1
2024,Sydney,3,12,319,234,1.363247863,2
2024,Port Adelaide,3,8,242,162,1.49382716,3
2024,Melbourne,3,8,266,188,1.414893617,4
2024,Fremantle,3,8,195,146,1.335616438,5
2024,Geelong,3,8,172,145,1.186206897,6
2024,Carlton,3,8,172,166,1.036144578,7
2024,Gold Coast,3,8,226,229,0.986899563,8
2024,St Kilda,3,4,162,155,1.04516129,9
2024,Footscray,3,4,179,176,1.017045455,10
2024,Essendon,3,4,208,214,0.971962617,11
2024,Brisbane Lions,3,0,155,179,0.865921788,12
2024,Adelaide,3,0,131,156,0.83974359,13
2024,Richmond,3,0,233,307,0.758957655,14
2024,Collingwood,3,0,230,310,0.741935484,15
2024,North Melbourne,3,0,158,223,0.708520179,16
2024,Hawthorn,3,0,121,200,0.605,17
2024,West Coast,3,0,113,228,0.495614035,18
2024,GWS,4,12,343,207,1.657004831,1
2024,Fremantle,4,12,264,180,1.466666667,2
2024,Melbourne,4,12,362,277,1.306859206,3
2024,Geelong,4,12,278,215,1.293023256,4
2024,Sydney,4,12,396,316,1.253164557,5
2024,Carlton,4,12,309,247,1.251012146,6
2024,Footscray,4,8,285,206,1.383495146,7
2024,Port Adelaide,4,8,331,258,1.282945736,8
2024,Essendon,4,8,279,281,0.992882562,9
2024,Gold Coast,4,8,226,229,0.986899563,10
2024,St Kilda,4,4,229,226,1.013274336,11
2024,Collingwood,4,4,322,382,0.842931937,12
2024,Richmond,4,4,315,384,0.8203125,13
2024,Brisbane Lions,4,0,227,271,0.837638376,14
2024,Adelaide,4,0,165,225,0.733333333,15
2024,North Melbourne,4,0,239,360,0.663888889,16
2024,Hawthorn,4,0,191,306,0.624183007,17
2024,West Coast,4,0,143,334,0.428143713,18
2024,GWS,5,16,460,296,1.554054054,1
2024,Melbourne,5,16,440,340,1.294117647,2
2024,Sydney,5,16,500,394,1.269035533,3
2024,Carlton,5,16,382,310,1.232258065,4
2024,Geelong,5,16,373,306,1.218954248,5
2024,Port Adelaide,5,12,442,300,1.473333333,6
2024,Fremantle,5,12,327,253,1.292490119,7
2024,Footscray,5,8,376,301,1.249169435,8
2024,St Kilda,5,8,296,286,1.034965035,9
2024,Gold Coast,5,8,315,346,0.910404624,10
2024,Collingwood,5,8,399,454,0.878854626,11
2024,Essendon,5,8,321,392,0.818877551,12
2024,Brisbane Lions,5,4,339,313,1.083067093,13
2024,Richmond,5,4,375,451,0.831485588,14
2024,Adelaide,5,0,228,303,0.752475248,15
2024,Hawthorn,5,0,263,383,0.686684073,16
2024,North Melbourne,5,0,281,472,0.595338983,17
2024,West Coast,5,0,221,438,0.50456621,18
2024,GWS,6,20,540,375,1.44,1
2024,Geelong,6,20,512,370,1.383783784,2
2024,Port Adelaide,6,16,508,363,1.399449036,3
2024,Sydney,6,16,500,394,1.269035533,4
2024,Melbourne,6,16,500,422,1.184834123,5
2024,Carlton,6,16,480,410,1.170731707,6
2024,Fremantle,6,12,390,319,1.222570533,7
2024,Gold Coast,6,12,424,402,1.054726368,8
2024,Essendon,6,12,417,459,0.908496732,9
2024,Brisbane Lions,6,8,421,373,1.128686327,10
2024,Footscray,6,8,443,397,1.115869018,11
2024,St Kilda,6,8,375,366,1.024590164,12
2024,Collingwood,6,8,399,454,0.878854626,13
2024,Adelaide,6,4,328,401,0.817955112,14
2024,Richmond,6,4,445,560,0.794642857,15
2024,West Coast,6,4,330,508,0.649606299,16
2024,Hawthorn,6,0,319,492,0.648373984,17
2024,North Melbourne,6,0,345,611,0.564648118,18
2024,Geelong,7,24,575,407,1.412776413,1
2024,Sydney,7,20,610,451,1.352549889,2
2024,GWS,7,20,638,492,1.296747967,3
2024,Carlton,7,20,597,508,1.17519685,4
2024,Port Adelaide,7,16,589,486,1.211934156,5
2024,Melbourne,7,16,500,422,1.184834123,6
2024,Essendon,7,16,495,534,0.926966292,7
2024,Footscray,7,12,567,461,1.229934924,8
2024,Fremantle,7,12,458,424,1.080188679,9
2024,Collingwood,7,12,522,535,0.975700935,10
2024,Gold Coast,7,12,481,512,0.939453125,11
2024,Brisbane Lions,7,8,458,436,1.050458716,12
2024,St Kilda,7,8,439,490,0.895918367,13
2024,West Coast,7,8,435,576,0.755208333,14
2024,Adelaide,7,4,403,479,0.841336117,15
2024,Richmond,7,4,445,560,0.794642857,16
2024,Hawthorn,7,4,432,560,0.771428571,17
2024,North Melbourne,7,0,413,724,0.570441989,18
2024,Geelong,8,28,693,512,1.353515625,1
2024,Sydney,8,24,728,493,1.476673428,2
2024,GWS,8,24,751,551,1.362976407,3
2024,Melbourne,8,20,585,464,1.260775862,4
2024,Port Adelaide,8,20,671,558,1.202508961,5
2024,Carlton,8,20,702,626,1.121405751,6
2024,Essendon,8,18,580,619,0.936995153,7
2024,Fremantle,8,16,553,495,1.117171717,8
2024,Gold Coast,8,16,593,587,1.010221465,9
2024,Collingwood,8,14,607,620,0.979032258,10
2024,Footscray,8,12,638,556,1.147482014,11
2024,Adelaide,8,8,541,560,0.966071429,12
2024,Brisbane Lions,8,8,517,549,0.941712204,13
2024,St Kilda,8,8,511,572,0.893356643,14
2024,West Coast,8,8,510,688,0.74127907,15
2024,Richmond,8,4,487,645,0.75503876,16
2024,Hawthorn,8,4,474,678,0.699115044,17
2024,North Melbourne,8,0,494,862,0.573085847,18
2024,Sydney,9,28,826,562,1.46975089,1
2024,Geelong,9,28,759,586,1.295221843,2
2024,GWS,9,24,820,649,1.26348228,3
2024,Melbourne,9,24,659,530,1.243396226,4
2024,Essendon,9,22,657,690,0.952173913,5
2024,Fremantle,9,20,656,544,1.205882353,6
2024,Port Adelaide,9,20,719,636,1.130503145,7
2024,Carlton,9,20,781,711,1.098452883,8
2024,Collingwood,9,18,692,699,0.989985694,9
2024,Gold Coast,9,16,638,666,0.957957958,10
2024,Footscray,9,12,729,654,1.114678899,11
2024,Adelaide,9,12,619,608,1.018092105,12
2024,Brisbane Lions,9,12,596,594,1.003367003,13
2024,St Kilda,9,12,614,637,0.96389325,14
2024,West Coast,9,8,581,765,0.759477124,15
2024,Hawthorn,9,8,572,769,0.743823147,16
2024,Richmond,9,4,536,748,0.71657754,17
2024,North Melbourne,9,0,559,965,0.579274611,18
2024,Sydney,10,32,913,601,1.519134775,1
2024,Geelong,10,28,854,687,1.243085881,2
2024,Essendon,10,26,739,752,0.982712766,3
2024,Melbourne,10,24,735,607,1.210873147,4
2024,GWS,10,24,882,731,1.206566347,5
2024,Port Adelaide,10,24,820,731,1.121751026,6
2024,Carlton,10,24,858,787,1.09021601,7
2024,Collingwood,10,22,795,736,1.080163043,8
2024,Fremantle,10,20,695,631,1.101426307,9
2024,Gold Coast,10,20,758,718,1.055710306,10
2024,Footscray,10,16,862,696,1.238505747,11
2024,Adelaide,10,14,709,698,1.015759312,12
2024,Brisbane Lions,10,14,686,684,1.002923977,13
2024,St Kilda,10,12,667,695,0.95971223,14
2024,Hawthorn,10,12,630,822,0.766423358,15
2024,West Coast,10,8,618,868,0.711981567,16
2024,Richmond,10,4,578,881,0.656072645,17
2024,North Melbourne,10,0,611,1085,0.563133641,18
2024,Sydney,11,36,1030,666,1.546546547,1
2024,Essendon,11,30,845,818,1.033007335,2
2024,Geelong,11,28,954,851,1.121034078,3
2024,Port Adelaide,11,28,900,810,1.111111111,4
2024,Collingwood,11,26,873,810,1.077777778,5
2024,GWS,11,24,925,801,1.154806492,6
2024,Melbourne,11,24,805,712,1.130617978,7
2024,Gold Coast,11,24,922,818,1.127139364,8
2024,Fremantle,11,24,767,686,1.118075802,9
2024,Carlton,11,24,923,904,1.021017699,10
2024,Footscray,11,20,932,739,1.261163735,11
2024,Brisbane Lions,11,18,849,728,1.166208791,12
2024,Adelaide,11,14,783,776,1.009020619,13
2024,St Kilda,11,12,722,767,0.941329857,14
2024,Hawthorn,11,12,709,902,0.786031042,15
2024,West Coast,11,12,723,938,0.770788913,16
2024,Richmond,11,4,622,1044,0.595785441,17
2024,North Melbourne,11,0,677,1191,0.568429891,18
2024,Sydney,12,40,1132,754,1.50132626,1
2024,Essendon,12,34,931,892,1.043721973,2
2024,Port Adelaide,12,32,1007,858,1.173659674,3
2024,Melbourne,12,28,905,774,1.169250646,4
2024,GWS,12,28,1003,875,1.146285714,5
2024,Geelong,12,28,1028,929,1.1065662,6
2024,Collingwood,12,28,948,885,1.071186441,7
2024,Carlton,12,28,1025,977,1.04912999,8
2024,Fremantle,12,26,842,761,1.106438896,9
2024,Gold Coast,12,24,995,920,1.081521739,10
2024,Footscray,12,20,1020,841,1.212841855,11
2024,Adelaide,12,18,920,814,1.13022113,12
2024,Brisbane Lions,12,18,924,828,1.115942029,13
2024,Hawthorn,12,16,809,977,0.828045036,14
2024,St Kilda,12,12,784,867,0.904267589,15
2024,West Coast,12,12,761,1075,0.707906977,16
2024,Richmond,12,4,696,1130,0.615929204,17
2024,North Melbourne,12,0,725,1298,0.558551618,18
2024,Sydney,13,40,1132,754,1.50132626,1
2024,Essendon,13,34,1011,983,1.028484232,2
2024,Geelong,13,32,1127,998,1.129258517,3
2024,Port Adelaide,13,32,1078,965,1.117098446,4
2024,Carlton,13,32,1132,1048,1.080152672,5
2024,Fremantle,13,30,983,810,1.213580247,6
2024,GWS,13,28,1003,875,1.146285714,7
2024,Gold Coast,13,28,1086,1000,1.086,8
2024,Collingwood,13,28,1030,985,1.045685279,9
2024,Melbourne,13,28,954,915,1.042622951,10
2024,Footscray,13,24,1120,923,1.213434453,11
2024,Hawthorn,13,20,916,1057,0.866603595,12
2024,Brisbane Lions,13,18,924,828,1.115942029,13
2024,Adelaide,13,18,1000,921,1.08577633,14
2024,St Kilda,13,16,866,935,0.926203209,15
2024,West Coast,13,12,829,1157,0.716508211,16
2024,Richmond,13,4,765,1229,0.622457282,17
2024,North Melbourne,13,0,725,1298,0.558551618,18
2024,Sydney,14,44,1244,836,1.488038278,1
2024,Carlton,14,36,1228,1118,1.098389982,2
2024,Essendon,14,34,1081,1079,1.001853568,3
2024,Port Adelaide,14,32,1078,965,1.117098446,4
2024,Geelong,14,32,1209,1110,1.089189189,5
2024,Collingwood,14,32,1119,1036,1.08011583,6
2024,Fremantle,14,30,983,810,1.213580247,7
2024,GWS,14,28,1082,960,1.127083333,8
2024,Gold Coast,14,28,1134,1051,1.078972407,9
2024,Melbourne,14,28,1005,1004,1.000996016,10
2024,Footscray,14,24,1191,1037,1.148505304,11
2024,Hawthorn,14,24,1001,1136,0.881161972,12
2024,Brisbane Lions,14,22,1038,899,1.15461624,13
2024,St Kilda,14,20,917,983,0.932858596,14
2024,Adelaide,14,18,1071,1000,1.071,15
2024,West Coast,14,12,894,1231,0.72623883,16
2024,Richmond,14,8,844,1300,0.649230769,17
2024,North Melbourne,14,4,799,1363,0.586206897,18
2024,Sydney,15,48,1353,903,1.49833887,1
2024,Carlton,15,36,1228,1118,1.098389982,2
2024,Collingwood,15,36,1238,1154,1.072790295,3
2024,Essendon,15,34,1081,1079,1.001853568,4
2024,GWS,15,32,1155,1011,1.142433234,5
2024,Geelong,15,32,1209,1110,1.089189189,6
2024,Port Adelaide,15,32,1129,1038,1.087668593,7
2024,Fremantle,15,30,1065,959,1.110531804,8
2024,Footscray,15,28,1340,1119,1.197497766,9
2024,Gold Coast,15,28,1134,1051,1.078972407,10
2024,Melbourne,15,28,1005,1004,1.000996016,11
2024,Hawthorn,15,28,1098,1185,0.926582278,12
2024,Brisbane Lions,15,26,1164,1005,1.158208955,13
2024,St Kilda,15,20,1023,1109,0.92245266,14
2024,Adelaide,15,18,1138,1109,1.026149684,15
2024,West Coast,15,12,894,1231,0.72623883,16
2024,Richmond,15,8,893,1397,0.639226915,17
2024,North Melbourne,15,4,917,1482,0.618758435,18
2024,Sydney,16,52,1455,978,1.487730061,1
2024,Carlton,16,40,1366,1193,1.145012573,2
2024,Essendon,16,38,1203,1171,1.027327071,3
2024,Collingwood,16,36,1238,1154,1.072790295,4
2024,Fremantle,16,34,1150,1024,1.123046875,5
2024,GWS,16,32,1230,1113,1.105121294,6
2024,Geelong,16,32,1284,1248,1.028846154,7
2024,Port Adelaide,16,32,1202,1190,1.010084034,8
2024,Melbourne,16,32,1075,1071,1.003734827,9
2024,Brisbane Lions,16,30,1316,1078,1.220779221,10
2024,Footscray,16,28,1340,1119,1.197497766,11
2024,Gold Coast,16,28,1199,1136,1.055457746,12
2024,Hawthorn,16,28,1098,1185,0.926582278,13
2024,St Kilda,16,20,1023,1109,0.92245266,14
2024,Adelaide,16,18,1138,1109,1.026149684,15
2024,West Coast,16,12,986,1353,0.728750924,16
2024,Richmond,16,8,893,1397,0.639226915,17
2024,North Melbourne,16,4,984,1552,0.634020619,18
2024,Sydney,17,52,1553,1077,1.441968431,1
2024,Carlton,17,44,1497,1263,1.185273159,2
2024,Fremantle,17,38,1249,1122,1.113190731,3
2024,Essendon,17,38,1263,1276,0.989811912,4
2024,Geelong,17,36,1389,1308,1.061926606,5
2024,Collingwood,17,36,1328,1255,1.058167331,6
2024,Port Adelaide,17,36,1264,1250,1.0112,7
2024,Brisbane Lions,17,34,1402,1159,1.209663503,8
2024,Footscray,17,32,1417,1179,1.201865988,9
2024,GWS,17,32,1308,1207,1.083678542,10
2024,Gold Coast,17,32,1300,1226,1.060358891,11
2024,Melbourne,17,32,1156,1157,0.999135696,12
2024,Hawthorn,17,32,1192,1218,0.97865353,13
2024,Adelaide,17,22,1232,1187,1.037910699,14
2024,St Kilda,17,20,1083,1171,0.924850555,15
2024,West Coast,17,12,1019,1447,0.704215619,16
2024,Richmond,17,8,963,1528,0.630235602,17
2024,North Melbourne,17,4,1044,1629,0.640883978,18
2024,Sydney,18,52,1635,1161,1.408268734,1
2024,Carlton,18,44,1601,1379,1.160986222,2
2024,Fremantle,18,42,1354,1176,1.151360544,3
2024,Essendon,18,42,1355,1356,0.999262537,4
2024,Geelong,18,40,1499,1367,1.096561814,5
2024,Port Adelaide,18,40,1366,1304,1.047546012,6
2024,Brisbane Lions,18,38,1499,1245,1.204016064,7
2024,GWS,18,36,1424,1311,1.086193745,8
2024,Collingwood,18,36,1408,1347,1.04528582,9
2024,Melbourne,18,36,1268,1215,1.043621399,10
2024,Footscray,18,32,1471,1281,1.148321624,11
2024,Gold Coast,18,32,1383,1313,1.053313024,12
2024,Hawthorn,18,32,1251,1328,0.942018072,13
2024,St Kilda,18,24,1167,1253,0.931364725,14
2024,Adelaide,18,22,1318,1284,1.026479751,15
2024,West Coast,18,12,1077,1559,0.690827453,16
2024,North Melbourne,18,8,1131,1712,0.660630841,17
2024,Richmond,18,8,1017,1633,0.622780159,18
2024,Sydney,19,56,1773,1220,1.453278689,1
2024,Carlton,19,44,1687,1479,1.140635565,2
2024,Geelong,19,44,1590,1438,1.105702364,3
2024,Brisbane Lions,19,42,1605,1338,1.19955157,4
2024,Fremantle,19,42,1428,1263,1.13064133,5
2024,Essendon,19,42,1422,1440,0.9875,6
2024,GWS,19,40,1532,1395,1.098207885,7
2024,Melbourne,19,40,1352,1282,1.054602184,8
2024,Port Adelaide,19,40,1448,1400,1.034285714,9
2024,Footscray,19,36,1571,1367,1.149231895,10
2024,Gold Coast,19,36,1479,1395,1.060215054,11
2024,Collingwood,19,36,1479,1438,1.028511822,12
2024,Hawthorn,19,36,1338,1402,0.954350927,13
2024,Adelaide,19,26,1389,1323,1.049886621,14
2024,St Kilda,19,24,1206,1324,0.910876133,15
2024,West Coast,19,12,1170,1665,0.702702703,16
2024,North Melbourne,19,8,1190,1850,0.643243243,17
2024,Richmond,19,8,1101,1741,0.632395175,18
2024,Sydney,20,56,1850,1299,1.42417244,1
2024,Carlton,20,48,1794,1567,1.144862795,2
2024,Brisbane Lions,20,46,1684,1415,1.190106007,3
2024,Fremantle,20,46,1544,1329,1.161775771,4
2024,GWS,20,44,1621,1445,1.121799308,5
2024,Geelong,20,44,1638,1533,1.068493151,6
2024,Port Adelaide,20,44,1564,1475,1.060338983,7
2024,Essendon,20,42,1535,1555,0.987138264,8
2024,Footscray,20,40,1666,1415,1.177385159,9
2024,Melbourne,20,40,1418,1398,1.014306152,10
2024,Hawthorn,20,40,1471,1469,1.00136147,11
2024,Gold Coast,20,36,1529,1484,1.03032345,12
2024,Collingwood,20,36,1546,1571,0.984086569,13
2024,Adelaide,20,30,1504,1436,1.04735376,14
2024,St Kilda,20,28,1319,1365,0.966300366,15
2024,West Coast,20,12,1211,1778,0.681102362,16
2024,North Melbourne,20,8,1278,1957,0.653040368,17
2024,Richmond,20,8,1176,1857,0.633279483,18
2024,Sydney,21,56,1898,1386,1.369408369,1
2024,Brisbane Lions,21,50,1777,1480,1.200675676,2
2024,Fremantle,21,50,1654,1404,1.178062678,3
2024,Carlton,21,48,1859,1646,1.129404617,4
2024,GWS,21,48,1706,1528,1.116492147,5
2024,Geelong,21,48,1744,1599,1.090681676,6
2024,Port Adelaide,21,48,1643,1540,1.066883117,7
2024,Footscray,21,44,1753,1463,1.19822283,8
2024,Hawthorn,21,44,1595,1527,1.044531762,9
2024,Essendon,21,42,1590,1663,0.956103428,10
