k2kSponsored,match.name,match.date,match.status,match.matchId,match.venue,match.utcStartTime,match.homeTeamId,match.awayTeamId,match.round,match.venueLocalStartTime,match.abbr,match.twitterHashTag,match.homeTeam.name,match.homeTeam.timeZone,match.homeTeam.teamId,match.homeTeam.abbr,match.homeTeam.nickname,match.awayTeam.name,match.awayTeam.timeZone,match.awayTeam.teamId,match.awayTeam.abbr,match.awayTeam.nickname,venue.address,venue.name,venue.state,venue.timeZone,venue.venueId,venue.abbreviation,venue.capacity,venue.groundDimension,venue.latitude,venue.longitude,venue.landOwner,round.name,round.year,round.roundId,round.abbreviation,round.competitionId,round.roundNumber,status,matchId,scoreWorm,scoreMap,lastUpdated,homeTeamScore.periodScore,homeTeamScore.rushedBehinds,homeTeamScore.minutesInFront,homeTeamScore.matchScore.totalScore,homeTeamScore.matchScore.goals,homeTeamScore.matchScore.behinds,homeTeamScore.matchScore.superGoals,awayTeamScore.periodScore,awayTeamScore.rushedBehinds,awayTeamScore.minutesInFront,awayTeamScore.matchScore.totalScore,awayTeamScore.matchScore.goals,awayTeamScore.matchScore.behinds,awayTeamScore.matchScore.superGoals,matchClock.periods,weather.description,weather.tempInCelsius,weather.weatherType,homeTeamScoreChart.goals,homeTeamScoreChart.leftBehinds,homeTeamScoreChart.rightBehinds,homeTeamScoreChart.leftPosters,homeTeamScoreChart.rightPosters,homeTeamScoreChart.rushedBehinds,homeTeamScoreChart.touchedBehinds,awayTeamScoreChart.goals,awayTeamScoreChart.leftBehinds,awayTeamScoreChart.rightBehinds,awayTeamScoreChart.leftPosters,awayTeamScoreChart.rightPosters,awayTeamScoreChart.rushedBehinds,awayTeamScoreChart.touchedBehinds
FALSE,Carlton Vs Richmond,2017-03-23T08:20:00Z,CONCLUDED,CD_M20170140101,CD_V40,2017-03-23T08:20:00,CD_T30,CD_T120,CD_R201701401,2017-03-23T19:20:00,CARL V RICH,#aflbluestigers,Carlton,NA,CD_T30,CARL,Blues,Richmond,NA,CD_T120,RICH,Tigers,Melbourne,MCG,VIC,Australia/Melbourne,CD_V40,MCG,NA,NA,NA,NA,Wurundjeri,Round 1,2017,CD_R201701401,Rd 1,CD_S2017014,1,CONCLUDED,CD_M20170140101,NA,NA,2017-03-23T11:11:15.753+0000,,1,0,89,14,5,NA,,3,116,132,20,12,NA,,Mostly clear,18,CLEAR_NIGHT,14,1,2,1,0,1,0,20,5,3,0,1,3,0
FALSE,Collingwood Vs Western Bulldogs,2017-03-24T08:50:00Z,CONCLUDED,CD_M20170140102,CD_V40,2017-03-24T08:50:00,CD_T40,CD_T140,CD_R201701401,2017-03-24T19:50:00,COLL V WB,#aflpiesdogs,Collingwood,NA,CD_T40,COLL,Magpies,Western Bulldogs,NA,CD_T140,WB,Bulldogs,Melbourne,MCG,VIC,Australia/Melbourne,CD_V40,MCG,NA,NA,NA,NA,Wurundjeri,Round 1,2017,CD_R201701401,Rd 1,CD_S2017014,1,CONCLUDED,CD_M20170140102,NA,NA,2017-03-24T11:37:33.127+0000,,3,4,86,12,14,NA,,4,98,100,15,10,NA,,Partly cloudy,18,MOSTLY_SUNNY,12,6,4,0,1,3,0,15,3,2,0,1,4,0
FALSE,St Kilda Vs Melbourne,2017-03-25T05:35:00Z,CONCLUDED,CD_M20170140103,CD_V190,2017-03-25T05:35:00,CD_T130,CD_T90,CD_R201701401,2017-03-25T16:35:00,STK V MELB,#aflsaintsdees,St Kilda,NA,CD_T130,STK,Saints,Melbourne,NA,CD_T90,MELB,Demons,Melbourne,Marvel Stadium,VIC,Australia/Melbourne,CD_V190,MRVL,NA,NA,NA,NA,Wurundjeri,Round 1,2017,CD_R201701401,Rd 1,CD_S2017014,1,CONCLUDED,CD_M20170140103,NA,NA,2017-03-25T08:50:38.379+0000,,2,32,90,13,12,NA,,2,85,120,18,12,NA,,Partly cloudy,18,MOSTLY_SUNNY,13,4,6,0,0,2,0,18,4,5,0,1,2,0
FALSE,Sydney Swans Vs Port Adelaide,2017-03-25T05:35:00Z,CONCLUDED,CD_M20170140104,CD_V60,2017-03-25T05:35:00,CD_T160,CD_T110,CD_R201701401,2017-03-25T16:35:00,SYD V PORT,#aflswanspower,Sydney Swans,NA,CD_T160,SYD,Swans,Port Adelaide,NA,CD_T110,PORT,Power,Sydney,SCG,NSW,Australia/Sydney,CD_V60,SCG,NA,NA,NA,NA,Gadigal,Round 1,2017,CD_R201701401,Rd 1,CD_S2017014,1,CONCLUDED,CD_M20170140104,NA,NA,2017-03-25T08:23:24.493+0000,,1,32,82,12,10,NA,,0,82,110,17,8,NA,,Shower or two,18,RAIN,12,5,3,1,0,1,0,17,1,6,0,0,0,1
FALSE,Essendon Vs Hawthorn,2017-03-25T08:25:00Z,CONCLUDED,CD_M20170140106,CD_V40,2017-03-25T08:25:00,CD_T50,CD_T80,CD_R201701401,2017-03-25T19:25:00,ESS V HAW,#afldonshawks,Essendon,NA,CD_T50,ESS,Bombers,Hawthorn,NA,CD_T80,HAW,Hawks,Melbourne,MCG,VIC,Australia/Melbourne,CD_V40,MCG,NA,NA,NA,NA,Wurundjeri,Round 1,2017,CD_R201701401,Rd 1,CD_S2017014,1,CONCLUDED,CD_M20170140106,NA,NA,2017-03-25T11:24:35.434+0000,,2,85,116,17,14,NA,,5,31,91,12,19,NA,,Partly cloudy,18,MOSTLY_SUNNY,17,5,6,1,0,2,0,12,5,9,0,0,5,0
FALSE,Gold Coast SUNS Vs Brisbane Lions,2017-03-25T09:05:00Z,CONCLUDED,CD_M20170140105,CD_V81,2017-03-25T09:05:00,CD_T1000,CD_T20,CD_R201701401,2017-03-25T19:05:00,GCFC V BL,#aflsunslions,Gold Coast SUNS,NA,CD_T1000,GCFC,SUNS,Brisbane Lions,NA,CD_T20,BL,Lions,Gold Coast,People First Stadium,QLD,Australia/Brisbane,CD_V81,PFS,NA,NA,NA,NA,Yugambeh,Round 1,2017,CD_R201701401,Rd 1,CD_S2017014,1,CONCLUDED,CD_M20170140105,NA,NA,2017-03-25T12:05:28.980+0000,,2,0,96,14,12,NA,,2,117,98,15,8,NA,,Partly cloudy,18,MOSTLY_SUNNY,14,1,8,1,0,2,0,15,1,2,1,1,2,1
FALSE,North Melbourne Vs West Coast Eagles,2017-03-26T02:10:00Z,CONCLUDED,CD_M20170140107,CD_V190,2017-03-26T02:10:00,CD_T100,CD_T150,CD_R201701401,2017-03-26T13:10:00,NMFC V WCE,#aflnortheagles,North Melbourne,NA,CD_T100,NMFC,Kangaroos,West Coast Eagles,NA,CD_T150,WCE,Eagles,Melbourne,Marvel Stadium,VIC,Australia/Melbourne,CD_V190,MRVL,NA,NA,NA,NA,Wurundjeri,Round 1,2017,CD_R201701401,Rd 1,CD_S2017014,1,CONCLUDED,CD_M20170140107,NA,NA,2017-03-26T05:06:25.690+0000,,0,15,93,13,15,NA,,1,104,136,21,10,NA,,Partly cloudy,28,MOSTLY_SUNNY,13,3,11,1,0,0,0,21,3,4,1,1,1,0
FALSE,Adelaide Crows Vs GWS GIANTS,2017-03-26T04:20:00Z,CONCLUDED,CD_M20170140108,CD_V6,2017-03-26T04:20:00,CD_T10,CD_T1010,CD_R201701401,2017-03-26T14:50:00,ADEL V GWS,#aflcrowsgiants,Adelaide Crows,NA,CD_T10,ADEL,Crows,GWS GIANTS,NA,CD_T1010,GWS,GIANTS,Adelaide,Adelaide Oval,SA,Australia/Adelaide,CD_V6,AO,NA,NA,NA,NA,Kaurna,Round 1,2017,CD_R201701401,Rd 1,CD_S2017014,1,CONCLUDED,CD_M20170140108,NA,NA,2017-03-26T07:25:12.082+0000,,2,71,147,22,15,NA,,0,41,91,14,7,NA,,Windy Clear,18,WINDY,22,5,6,1,1,2,0,14,0,6,1,0,0,0
FALSE,Fremantle Vs Geelong Cats,2017-03-26T08:40:00Z,CONCLUDED,CD_M20170140109,CD_V70,2017-03-26T08:40:00,CD_T60,CD_T70,CD_R201701401,2017-03-26T16:40:00,FRE V GEEL,#aflfreocats,Fremantle,NA,CD_T60,FRE,Freo,Geelong Cats,NA,CD_T70,GEEL,Cats,Perth,Domain Stadium,WA,Australia/Perth,CD_V70,DS,NA,NA,NA,NA,NA,Round 1,2017,CD_R201701401,Rd 1,CD_S2017014,1,CONCLUDED,CD_M20170140109,NA,NA,2017-03-26T11:29:44.375+0000,,2,2,73,10,13,NA,,0,104,115,18,7,NA,,Partly cloudy,18,MOSTLY_SUNNY,10,3,4,3,1,2,0,18,4,2,1,0,0,0
FALSE,Richmond Vs Collingwood,2017-03-30T08:20:00Z,CONCLUDED,CD_M20170140201,CD_V40,2017-03-30T08:20:00,CD_T120,CD_T40,CD_R201701402,2017-03-30T19:20:00,RICH V COLL,#afltigerspies,Richmond,NA,CD_T120,RICH,Tigers,Collingwood,NA,CD_T40,COLL,Magpies,Melbourne,MCG,VIC,Australia/Melbourne,CD_V40,MCG,NA,NA,NA,NA,Wurundjeri,Round 2,2017,CD_R201701402,Rd 2,CD_S2017014,2,CONCLUDED,CD_M20170140201,NA,NA,2017-03-30T11:31:14.983+0000,,1,64,99,14,15,NA,,3,49,80,11,14,NA,,Possible shower,18,RAIN,14,3,10,0,1,1,0,11,7,3,1,0,3,0
FALSE,Western Bulldogs Vs Sydney Swans,2017-03-31T08:50:00Z,CONCLUDED,CD_M20170140202,CD_V190,2017-03-31T08:50:00,CD_T140,CD_T160,CD_R201701402,2017-03-31T19:50:00,WB V SYD,#afldogsswans,Western Bulldogs,NA,CD_T140,WB,Bulldogs,Sydney Swans,NA,CD_T160,SYD,Swans,Melbourne,Marvel Stadium,VIC,Australia/Melbourne,CD_V190,MRVL,NA,NA,NA,NA,Wurundjeri,Round 2,2017,CD_R201701402,Rd 2,CD_S2017014,2,CONCLUDED,CD_M20170140202,NA,NA,2017-03-31T11:47:07.730+0000,,4,75,110,16,14,NA,,1,43,87,13,9,NA,,Partly cloudy,18,MOSTLY_SUNNY,16,6,1,0,1,4,2,13,2,4,2,0,1,0
FALSE,Hawthorn Vs Adelaide Crows,2017-04-01T02:45:00Z,CONCLUDED,CD_M20170140203,CD_V40,2017-04-01T02:45:00,CD_T80,CD_T10,CD_R201701402,2017-04-01T13:45:00,HAW V ADEL,#aflhawkscrows,Hawthorn,NA,CD_T80,HAW,Hawks,Adelaide Crows,NA,CD_T10,ADEL,Crows,Melbourne,MCG,VIC,Australia/Melbourne,CD_V40,MCG,NA,NA,NA,NA,Wurundjeri,Round 2,2017,CD_R201701402,Rd 2,CD_S2017014,2,CONCLUDED,CD_M20170140203,NA,NA,2017-04-01T05:43:09.317+0000,,3,68,89,13,11,NA,,4,50,113,16,17,NA,,Possible shower,19,RAIN,13,2,4,2,0,3,0,16,9,3,0,1,4,0
FALSE,GWS GIANTS Vs Gold Coast SUNS,2017-04-01T05:35:00Z,CONCLUDED,CD_M20170140204,CD_V43,2017-04-01T05:35:00,CD_T1010,CD_T1000,CD_R201701402,2017-04-01T16:35:00,GWS V GCFC,#aflgiantssuns,GWS GIANTS,NA,CD_T1010,GWS,GIANTS,Gold Coast SUNS,NA,CD_T1000,GCFC,SUNS,Sydney,ENGIE Stadium,NSW,Australia/Sydney,CD_V43,ES,NA,NA,NA,NA,Wangal,Round 2,2017,CD_R201701402,Rd 2,CD_S2017014,2,POSTGAME,CD_M20170140204,NA,NA,2017-04-01T08:14:22.088+0000,,3,116,160,24,16,NA,,1,0,58,8,10,NA,,Partly cloudy,18,MOSTLY_SUNNY,24,6,3,4,0,3,0,8,3,4,1,1,1,0
FALSE,Brisbane Lions Vs Essendon,2017-04-01T08:25:00Z,CONCLUDED,CD_M20170140205,CD_V20,2017-04-01T08:25:00,CD_T20,CD_T50,CD_R201701402,2017-04-01T18:25:00,BL V ESS,#afllionsdons,Brisbane Lions,NA,CD_T20,BL,Lions,Essendon,NA,CD_T50,ESS,Bombers,Brisbane,Gabba,QLD,Australia/Brisbane,CD_V20,G,NA,NA,NA,NA,Yuggera - Toorabul,Round 2,2017,CD_R201701402,Rd 2,CD_S2017014,2,CONCLUDED,CD_M20170140205,NA,NA,2017-04-01T11:24:02.472+0000,,2,16,84,12,12,NA,,1,92,111,17,9,NA,,Mostly Sunny,18,MOSTLY_SUNNY,12,5,4,0,1,2,0,17,4,3,0,1,1,0
FALSE,West Coast Eagles Vs St Kilda,2017-04-01T08:40:00Z,CONCLUDED,CD_M20170140206,CD_V70,2017-04-01T08:40:00,CD_T150,CD_T130,CD_R201701402,2017-04-01T16:40:00,WCE V STK,#afleaglessaints,West Coast Eagles,NA,CD_T150,WCE,Eagles,St Kilda,NA,CD_T130,STK,Saints,Perth,Domain Stadium,WA,Australia/Perth,CD_V70,DS,NA,NA,NA,NA,NA,Round 2,2017,CD_R201701402,Rd 2,CD_S2017014,2,CONCLUDED,CD_M20170140206,NA,NA,2017-04-01T11:41:18.017+0000,,2,11,116,18,8,NA,,5,105,97,13,19,NA,,Mostly Sunny,18,MOSTLY_SUNNY,18,1,5,0,0,2,0,13,7,6,0,0,5,1
FALSE,Geelong Cats Vs North Melbourne,2017-04-02T03:10:00Z,CONCLUDED,CD_M20170140207,CD_V190,2017-04-02T03:10:00,CD_T70,CD_T100,CD_R201701402,2017-04-02T13:10:00,GEEL V NMFC,#aflcatsnorth,Geelong Cats,NA,CD_T70,GEEL,Cats,North Melbourne,NA,CD_T100,NMFC,Kangaroos,Melbourne,Marvel Stadium,VIC,Australia/Melbourne,CD_V190,MRVL,NA,NA,NA,NA,Wurundjeri,Round 2,2017,CD_R201701402,Rd 2,CD_S2017014,2,CONCLUDED,CD_M20170140207,NA,NA,2017-04-02T06:00:58.897+0000,,2,2,112,17,10,NA,,1,111,111,17,9,NA,,Mostly Sunny,18,MOSTLY_SUNNY,17,4,3,1,0,2,0,17,3,4,0,0,1,1
FALSE,Melbourne Vs Carlton,2017-04-02T05:20:00Z,CONCLUDED,CD_M20170140208,CD_V40,2017-04-02T05:20:00,CD_T90,CD_T30,CD_R201701402,2017-04-02T15:20:00,MELB V CARL,#afldeesblues,Melbourne,NA,CD_T90,MELB,Demons,Carlton,NA,CD_T30,CARL,Blues,Melbourne,MCG,VIC,Australia/Melbourne,CD_V40,MCG,NA,NA,NA,NA,Wurundjeri,Round 2,2017,CD_R201701402,Rd 2,CD_S2017014,2,CONCLUDED,CD_M20170140208,NA,NA,2017-04-02T08:06:50.501+0000,,1,86,86,13,8,NA,,1,13,64,9,10,NA,,Mostly Sunny,18,MOSTLY_SUNNY,13,2,2,1,1,1,1,9,6,2,0,1,1,0
FALSE,Port Adelaide Vs Fremantle,2017-04-02T06:40:00Z,CONCLUDED,CD_M20170140209,CD_V6,2017-04-02T06:40:00,CD_T110,CD_T60,CD_R201701402,2017-04-02T16:10:00,PORT V FRE,#aflpowerfreo,Port Adelaide,NA,CD_T110,PORT,Power,Fremantle,NA,CD_T60,FRE,Freo,Adelaide,Adelaide Oval,SA,Australia/Adelaide,CD_V6,AO,NA,NA,NA,NA,Kaurna,Round 2,2017,CD_R201701402,Rd 2,CD_S2017014,2,CONCLUDED,CD_M20170140209,NA,NA,2017-04-02T09:33:49.740+0000,,1,114,145,22,13,NA,,0,0,56,8,8,NA,,Mostly Sunny,18,MOSTLY_SUNNY,22,5,6,1,0,1,0,8,5,3,0,0,0,0
FALSE,Sydney Swans Vs Collingwood,2017-04-07T09:50:00Z,CONCLUDED,CD_M20170140301,CD_V60,2017-04-07T09:50:00,CD_T160,CD_T40,CD_R201701403,2017-04-07T19:50:00,SYD V COLL,#aflswanspies,Sydney Swans,NA,CD_T160,SYD,Swans,Collingwood,NA,CD_T40,COLL,Magpies,Sydney,SCG,NSW,Australia/Sydney,CD_V60,SCG,NA,NA,NA,NA,Gadigal,Round 3,2017,CD_R201701403,Rd 3,CD_S2017014,3,CONCLUDED,CD_M20170140301,NA,NA,2017-04-07T12:37:05.505+0000,,2,1,79,11,13,NA,,1,109,80,11,14,NA,,Mostly clear,18,MOSTLY_SUNNY,11,4,5,1,1,2,0,11,5,5,1,1,1,1
FALSE,North Melbourne Vs GWS GIANTS,2017-04-08T03:45:00Z,CONCLUDED,CD_M20170140302,CD_V2,2017-04-08T03:45:00,CD_T100,CD_T1010,CD_R201701403,2017-04-08T13:45:00,NMFC V GWS,#aflnorthgiants,North Melbourne,NA,CD_T100,NMFC,Kangaroos,GWS GIANTS,NA,CD_T1010,GWS,GIANTS,Hobart,Ninja Stadium,TAS,Australia/Hobart,CD_V2,NS,NA,NA,NA,NA,Palawa,Round 3,2017,CD_R201701403,Rd 3,CD_S2017014,3,CONCLUDED,CD_M20170140302,NA,NA,2017-04-08T06:40:43.571+0000,,1,30,67,10,7,NA,,3,84,109,15,19,NA,,Shower or two,23,RAIN,10,2,3,0,0,1,1,15,7,5,2,2,3,0
FALSE,Richmond Vs West Coast Eagles,2017-04-08T04:10:00Z,CONCLUDED,CD_M20170140303,CD_V40,2017-04-08T04:10:00,CD_T120,CD_T150,CD_R201701403,2017-04-08T14:10:00,RICH V WCE,#afltigerseagles,Richmond,NA,CD_T120,RICH,Tigers,West Coast Eagles,NA,CD_T150,WCE,Eagles,Melbourne,MCG,VIC,Australia/Melbourne,CD_V40,MCG,NA,NA,NA,NA,Wurundjeri,Round 3,2017,CD_R201701403,Rd 3,CD_S2017014,3,CONCLUDED,CD_M20170140303,NA,NA,2017-04-08T07:29:03.944+0000,,1,55,76,11,10,NA,,6,46,65,8,17,NA,,Few showers Possible storm,18,THUNDERSTORMS,11,4,4,0,0,1,1,8,3,8,0,0,6,0
FALSE,Geelong Cats Vs Melbourne,2017-04-08T06:35:00Z,CONCLUDED,CD_M20170140304,CD_V190,2017-04-08T06:35:00,CD_T70,CD_T90,CD_R201701403,2017-04-08T16:35:00,GEEL V MELB,#aflcatsdees,Geelong Cats,NA,CD_T70,GEEL,Cats,Melbourne,NA,CD_T90,MELB,Demons,Melbourne,Marvel Stadium,VIC,Australia/Melbourne,CD_V190,MRVL,NA,NA,NA,NA,Wurundjeri,Round 3,2017,CD_R201701403,Rd 3,CD_S2017014,3,CONCLUDED,CD_M20170140304,NA,NA,2017-04-08T10:07:38.310+0000,,2,80,126,20,6,NA,,0,40,97,13,19,NA,,Few showers Possible storm,18,THUNDERSTORMS,20,1,3,0,0,2,0,13,8,10,1,0,0,0
FALSE,Port Adelaide Vs Adelaide Crows,2017-04-08T09:40:00Z,CONCLUDED,CD_M20170140305,CD_V6,2017-04-08T09:40:00,CD_T110,CD_T10,CD_R201701403,2017-04-08T19:10:00,PORT V ADEL,#aflpowercrows,Port Adelaide,NA,CD_T110,PORT,Power,Adelaide Crows,NA,CD_T10,ADEL,Crows,Adelaide,Adelaide Oval,SA,Australia/Adelaide,CD_V6,AO,NA,NA,NA,NA,Kaurna,Round 3,2017,CD_R201701403,Rd 3,CD_S2017014,3,CONCLUDED,CD_M20170140305,NA,NA,2017-04-08T12:37:31.601+0000,,2,42,83,12,11,NA,,1,71,100,15,10,NA,,Mostly Sunny,18,MOSTLY_SUNNY,12,3,4,1,1,2,0,15,2,7,0,0,1,0
FALSE,Fremantle Vs Western Bulldogs,2017-04-08T09:40:00Z,CONCLUDED,CD_M20170140306,CD_V70,2017-04-08T09:40:00,CD_T60,CD_T140,CD_R201701403,2017-04-08T17:40:00,FRE V WB,#aflfreodogs,Fremantle,NA,CD_T60,FRE,Freo,Western Bulldogs,NA,CD_T140,WB,Bulldogs,Perth,Domain Stadium,WA,Australia/Perth,CD_V70,DS,NA,NA,NA,NA,NA,Round 3,2017,CD_R201701403,Rd 3,CD_S2017014,3,CONCLUDED,CD_M20170140306,NA,NA,2017-04-08T12:26:32.643+0000,,3,80,89,13,11,NA,,1,25,73,10,13,NA,,Mostly Sunny,18,MOSTLY_SUNNY,13,4,4,0,0,3,0,10,3,8,0,1,1,0
FALSE,St Kilda Vs Brisbane Lions,2017-04-09T03:10:00Z,CONCLUDED,CD_M20170140307,CD_V190,2017-04-09T03:10:00,CD_T130,CD_T20,CD_R201701403,2017-04-09T13:10:00,STK V BL,#aflsaintslions,St Kilda,NA,CD_T130,STK,Saints,Brisbane Lions,NA,CD_T20,BL,Lions,Melbourne,Marvel Stadium,VIC,Australia/Melbourne,CD_V190,MRVL,NA,NA,NA,NA,Wurundjeri,Round 3,2017,CD_R201701403,Rd 3,CD_S2017014,3,CONCLUDED,CD_M20170140307,NA,NA,2017-04-09T06:03:48.107+0000,,2,110,107,14,23,NA,,2,5,76,11,10,NA,,Rain increasing Becoming windy,19,RAIN,14,7,9,2,1,2,2,11,1,6,0,0,2,1
FALSE,Carlton Vs Essendon,2017-04-09T05:20:00Z,CONCLUDED,CD_M20170140308,CD_V40,2017-04-09T05:20:00,CD_T30,CD_T50,CD_R201701403,2017-04-09T15:20:00,CARL V ESS,#aflbluesdons,Carlton,NA,CD_T30,CARL,Blues,Essendon,NA,CD_T50,ESS,Bombers,Melbourne,MCG,VIC,Australia/Melbourne,CD_V40,MCG,NA,NA,NA,NA,Wurundjeri,Round 3,2017,CD_R201701403,Rd 3,CD_S2017014,3,CONCLUDED,CD_M20170140308,NA,NA,2017-04-09T08:29:56.744+0000,,5,62,57,7,15,NA,,1,31,42,6,6,NA,,Heavy rain,18,RAIN,7,2,5,0,2,5,1,6,1,3,1,0,1,0
FALSE,Gold Coast SUNS Vs Hawthorn,2017-04-09T06:40:00Z,CONCLUDED,CD_M20170140309,CD_V81,2017-04-09T06:40:00,CD_T1000,CD_T80,CD_R201701403,2017-04-09T16:40:00,GCFC V HAW,#aflsunshawks,Gold Coast SUNS,NA,CD_T1000,GCFC,SUNS,Hawthorn,NA,CD_T80,HAW,Hawks,Gold Coast,People First Stadium,QLD,Australia/Brisbane,CD_V81,PFS,NA,NA,NA,NA,Yugambeh,Round 3,2017,CD_R201701403,Rd 3,CD_S2017014,3,CONCLUDED,CD_M20170140309,NA,NA,2017-04-09T09:41:39.730+0000,,3,117,139,21,13,NA,,1,0,53,7,11,NA,,Mostly clear,18,MOSTLY_SUNNY,21,2,7,0,1,3,0,7,3,5,0,0,1,2
FALSE,West Coast Eagles Vs Sydney Swans,2017-04-13T10:10:00Z,CONCLUDED,CD_M20170140401,CD_V70,2017-04-13T10:10:00,CD_T150,CD_T160,CD_R201701404,2017-04-13T18:10:00,WCE V SYD,#afleaglesswans,West Coast Eagles,NA,CD_T150,WCE,Eagles,Sydney Swans,NA,CD_T160,SYD,Swans,Perth,Domain Stadium,WA,Australia/Perth,CD_V70,DS,NA,NA,NA,NA,NA,Round 4,2017,CD_R201701404,Rd 4,CD_S2017014,4,CONCLUDED,CD_M20170140401,NA,NA,2017-04-13T13:00:24.582+0000,,1,109,91,13,13,NA,,2,5,65,10,5,NA,,Mostly Sunny,18,MOSTLY_SUNNY,13,4,8,0,0,1,0,10,1,1,0,1,2,0
FALSE,North Melbourne Vs Western Bulldogs,2017-04-14T06:20:00Z,CONCLUDED,CD_M20170140402,CD_V190,2017-04-14T06:20:00,CD_T100,CD_T140,CD_R201701404,2017-04-14T16:20:00,NMFC V WB,#aflnorthdogs,North Melbourne,NA,CD_T100,NMFC,Kangaroos,Western Bulldogs,NA,CD_T140,WB,Bulldogs,Melbourne,Marvel Stadium,VIC,Australia/Melbourne,CD_V190,MRVL,NA,NA,NA,NA,Wurundjeri,Round 4,2017,CD_R201701404,Rd 4,CD_S2017014,4,CONCLUDED,CD_M20170140402,NA,NA,2017-04-14T09:06:39.737+0000,,3,72,86,12,14,NA,,4,35,89,12,17,NA,,Cloudy,18,OVERCAST,12,3,5,1,2,3,0,12,5,7,0,1,4,0
FALSE,Melbourne Vs Fremantle,2017-04-15T03:45:00Z,CONCLUDED,CD_M20170140403,CD_V40,2017-04-15T03:45:00,CD_T90,CD_T60,CD_R201701404,2017-04-15T13:45:00,MELB V FRE,#afldeesfreo,Melbourne,NA,CD_T90,MELB,Demons,Fremantle,NA,CD_T60,FRE,Freo,Melbourne,MCG,VIC,Australia/Melbourne,CD_V40,MCG,NA,NA,NA,NA,Wurundjeri,Round 4,2017,CD_R201701404,Rd 4,CD_S2017014,4,CONCLUDED,CD_M20170140403,NA,NA,2017-04-15T06:36:48.312+0000,,2,49,104,15,14,NA,,2,65,106,16,10,NA,,Partly cloudy,20,MOSTLY_SUNNY,15,8,2,0,2,2,0,16,5,3,0,0,2,0
FALSE,GWS GIANTS Vs Port Adelaide,2017-04-15T06:35:00Z,CONCLUDED,CD_M20170140404,CD_V150,2017-04-15T06:35:00,CD_T1010,CD_T110,CD_R201701404,2017-04-15T16:35:00,GWS V PORT,#aflgiantspower,GWS GIANTS,NA,CD_T1010,GWS,GIANTS,Port Adelaide,NA,CD_T110,PORT,Power,Canberra,Manuka Oval,ACT,Australia/Canberra,CD_V150,MO,NA,NA,NA,NA,Ngunnawal/Ngambri,Round 4,2017,CD_R201701404,Rd 4,CD_S2017014,4,CONCLUDED,CD_M20170140404,NA,NA,2017-04-15T09:30:48.441+0000,,3,77,112,16,16,NA,,3,33,81,11,15,NA,,Clear,18,CLEAR_NIGHT,16,4,6,1,1,3,1,11,2,9,1,0,3,0
FALSE,Carlton Vs Gold Coast SUNS,2017-04-15T09:25:00Z,CONCLUDED,CD_M20170140405,CD_V190,2017-04-15T09:25:00,CD_T30,CD_T1000,CD_R201701404,2017-04-15T19:25:00,CARL V GCFC,#aflbluessuns,Carlton,NA,CD_T30,CARL,Blues,Gold Coast SUNS,NA,CD_T1000,GCFC,SUNS,Melbourne,Marvel Stadium,VIC,Australia/Melbourne,CD_V190,MRVL,NA,NA,NA,NA,Wurundjeri,Round 4,2017,CD_R201701404,Rd 4,CD_S2017014,4,CONCLUDED,CD_M20170140405,NA,NA,2017-04-15T12:07:55.337+0000,,1,26,82,12,10,NA,,0,65,108,17,6,NA,,Partly cloudy,18,MOSTLY_SUNNY,12,3,4,1,0,1,1,17,1,4,0,0,0,1
FALSE,Adelaide Crows Vs Essendon,2017-04-15T09:40:00Z,CONCLUDED,CD_M20170140406,CD_V6,2017-04-15T09:40:00,CD_T10,CD_T50,CD_R201701404,2017-04-15T19:10:00,ADEL V ESS,#aflcrowsdons,Adelaide Crows,NA,CD_T10,ADEL,Crows,Essendon,NA,CD_T50,ESS,Bombers,Adelaide,Adelaide Oval,SA,Australia/Adelaide,CD_V6,AO,NA,NA,NA,NA,Kaurna,Round 4,2017,CD_R201701404,Rd 4,CD_S2017014,4,CONCLUDED,CD_M20170140406,NA,NA,2017-04-15T12:49:23.721+0000,,1,124,153,24,9,NA,,4,0,88,13,10,NA,,Mostly Sunny,18,MOSTLY_SUNNY,24,5,3,0,0,1,0,13,1,4,1,0,4,0
FALSE,Collingwood Vs St Kilda,2017-04-16T05:20:00Z,CONCLUDED,CD_M20170140407,CD_V190,2017-04-16T05:20:00,CD_T40,CD_T130,CD_R201701404,2017-04-16T15:20:00,COLL V STK,#aflpiessaints,Collingwood,NA,CD_T40,COLL,Magpies,St Kilda,NA,CD_T130,STK,Saints,Melbourne,Marvel Stadium,VIC,Australia/Melbourne,CD_V190,MRVL,NA,NA,NA,NA,Wurundjeri,Round 4,2017,CD_R201701404,Rd 4,CD_S2017014,4,CONCLUDED,CD_M20170140407,NA,NA,2017-04-16T08:01:39.379+0000,,1,43,55,7,13,NA,,2,57,69,9,15,NA,,Partly cloudy,18,MOSTLY_SUNNY,7,4,6,1,1,1,0,9,7,5,1,0,2,0
